English,Italian,Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
slack,allentato,0,1,0,0,0,0,0,0,0,0
alluring,allettante,1,0,0,0,0,0,0,0,0,0
tantalizing,allettante,1,1,0,1,0,0,1,0,1,0
tempting,allettante,0,0,0,0,0,0,0,0,0,0
allure,allettare,1,0,0,1,0,0,1,0,1,0
breeding,allevamento,0,0,0,0,0,0,0,0,0,0
breed,allevare,0,0,0,0,0,0,0,0,0,0
breeder,allevatore,0,0,0,0,0,0,0,0,0,0
relieving,alleviando,1,0,0,0,0,0,0,0,0,0
alleviate,alleviare,1,0,0,0,0,0,0,0,0,0
ease,alleviare,1,0,0,0,0,0,0,0,0,0
salve,alleviare,1,0,0,0,0,0,0,0,0,0
learner,allievo,0,0,0,0,0,0,0,0,0,0
pupil,allievo,0,0,0,0,0,0,0,0,0,0
alligator,alligatore,0,0,0,0,0,0,0,0,0,0
alignment,allineamento,0,0,0,0,0,0,0,0,0,0
aligned,allineato,0,0,0,0,0,0,0,0,0,0
likewise,allo stesso modo,0,0,0,0,0,0,0,0,0,0
oaf,allocco,0,1,0,0,0,0,0,0,0,0
lark,allodola,0,0,0,0,0,0,0,0,0,0
accommodation,alloggio,1,0,0,0,0,0,0,0,0,0
housing,alloggio,0,0,0,0,0,0,0,0,0,0
lodging,alloggio,0,0,0,0,0,0,0,0,0,1
quarters,alloggio,0,0,0,0,0,0,0,0,0,0
laurels,allori,1,0,0,0,0,0,1,0,0,0
laurel,alloro,1,0,0,0,0,0,0,0,0,0
hallucination,allucinazione,0,1,0,0,0,1,0,0,0,0
elongation,allungamento,0,0,0,0,0,0,0,0,0,0
lengthening,allungamento,0,0,0,0,0,0,0,0,0,0
elongate,allungare,0,0,0,0,0,0,0,0,0,0
lengthen,allungare,0,0,0,0,0,0,0,0,0,0
lengthened,allungato,0,0,0,0,0,0,0,0,0,0
allusion,allusione,0,0,0,0,0,0,0,0,0,0
alluvial,alluvionale,0,0,0,0,0,0,0,0,0,0
flood,alluvione,0,0,0,0,0,1,0,0,0,0
almanac,almanacco,0,0,0,0,0,0,0,0,0,0
aloha,aloha,1,0,0,1,0,0,1,0,0,0
halo,alone,0,0,0,0,0,0,0,0,0,0
mountaineer,alpinista,0,0,0,0,0,0,0,0,0,0
altar,altare,0,0,0,0,0,0,0,0,0,0
alter,alterare,0,0,0,0,0,0,0,0,0,0
altered,alterato,0,0,0,0,0,0,0,0,0,0
alteration,alterazione,0,0,0,0,0,0,0,0,0,0
altercation,alterco,0,1,1,0,0,0,0,0,0,0
alternative,alternativa,0,0,0,0,0,0,0,0,0,0
alternate,alternato,0,0,0,0,0,0,0,0,0,0
height,altezza,0,0,0,0,0,0,0,0,0,0
hight,altezza,0,0,0,0,0,0,0,0,0,0
haughty,altezzoso,0,1,1,0,0,0,0,0,0,0
altitude,altitudine,0,0,0,0,0,0,0,0,0,0
high,alto,0,0,0,0,0,0,0,0,0,0
lofty,alto,0,1,0,0,0,0,0,0,0,0
overhead,alto,0,0,0,0,0,0,0,0,0,0
tall,alto,0,0,0,0,0,0,0,0,0,0
guzzling,alto consumo,0,1,0,0,0,0,0,0,0,0
lanky,alto e dinoccolato,0,0,0,0,0,0,0,0,0,0
speaker,altoparlante,0,0,0,0,0,0,0,0,0,0
highlands,altopiani,0,0,0,0,0,0,0,0,0,0
uplands,altopiani,0,0,0,0,0,0,0,0,0,0
upland,altopiano,0,0,0,0,0,0,0,0,0,0
unselfish,altruista,1,0,0,0,0,0,0,0,0,0
beehive,alveare,0,0,0,0,0,0,0,0,0,0
hive,alveare,0,1,0,0,0,0,0,0,0,0
watercourse,alveo,0,0,0,0,0,0,0,0,0,0
alveolar,alveolare,0,0,0,0,0,0,0,0,0,0
shrug,alzata di spalle,0,0,0,0,0,0,0,0,0,0
amiable,amabile,1,0,0,0,0,0,0,0,0,0
lovable,amabile,1,0,0,0,0,0,1,0,0,1
hammock,amaca,0,0,0,0,0,0,0,0,0,0
amalgam,amalgama,0,0,0,0,0,0,0,0,0,0
lover,amante,1,0,0,1,0,0,1,0,0,1
bitterly,amaramente,0,1,1,0,1,0,0,1,0,0
loving,amare,1,0,0,0,0,0,1,0,0,0
bitterness,amarezza,0,1,1,0,1,0,0,1,0,0
embassy,ambasciata,0,0,0,0,0,0,0,0,0,0
ambassador,ambasciatore,1,0,0,0,0,0,0,0,0,1
ambient,ambientale,0,0,0,0,0,0,0,0,0,0
environment,ambiente,0,0,0,0,0,0,0,0,0,0
ambiguity,ambiguità,0,0,0,0,0,0,0,0,0,0
ambiguous,ambiguo,0,1,0,0,0,0,0,0,0,0
ambit,ambito,0,0,0,0,0,0,0,0,0,0
precincts,ambito,0,0,0,0,0,0,0,0,0,0
purview,ambito,0,0,0,0,0,0,0,0,0,0
ambition,ambizione,1,0,0,1,0,0,1,0,0,1
ambitious,ambizioso,0,0,0,0,0,0,0,0,0,0
amber,ambra,0,0,0,0,0,0,0,0,0,0
ambulance,ambulanza,0,0,0,0,0,1,0,0,0,1
amen,amen,1,0,0,0,0,0,1,0,0,1
amethyst,ametista,0,0,0,0,0,0,0,0,0,0
amicable,amichevole,1,0,0,0,0,0,1,0,0,0
friendly,amichevole,1,0,0,1,0,0,1,0,0,1
fellowship,amicizia,1,0,0,0,0,0,0,0,0,0
friendship,amicizia,1,0,0,0,0,0,1,0,0,1
friend,amico,1,0,0,0,0,0,1,0,0,1
pal,amico,0,0,0,0,0,0,0,0,0,0
starch,amido,0,0,0,0,0,0,0,0,0,0
cornstarch,amido di mais,0,0,0,0,0,0,0,0,0,0
dent,ammaccatura,0,0,0,0,0,0,0,0,0,0
charmed,Ammaliato,1,1,0,0,0,0,1,0,0,0
amends,ammenda,1,0,0,0,0,0,0,0,0,0
admitted,ammesso,0,0,0,0,0,0,0,0,0,0
supposing,ammesso che,0,0,0,0,0,0,0,0,0,0
admitting,ammettendo,0,0,0,0,0,0,0,0,0,0
admit,ammettere,0,0,0,0,0,0,0,0,0,0
administer,amministrare,0,0,0,0,0,0,0,0,0,0
administrative,amministrativo,0,0,0,0,0,0,0,0,0,1
administration,amministrazione,0,0,0,0,0,0,0,0,0,0
contracting,amministrazione,0,0,0,0,0,0,0,0,0,0
stewardship,amministrazione,0,0,0,0,0,0,0,0,0,0
admiralty,ammiragliato,0,0,0,0,0,0,0,0,0,0
admiral,ammiraglio,1,0,0,0,0,0,0,0,0,1
admire,ammirare,1,0,0,0,0,0,0,0,0,1
admirer,ammiratore,1,0,0,0,0,0,0,0,0,0
admiration,ammirazione,1,0,0,0,0,0,1,0,0,1
admirable,ammirevole,1,0,0,0,0,0,1,0,0,1
admissible,ammissibile,1,0,0,0,0,0,0,0,0,1
allowable,ammissibile,1,0,0,0,0,0,0,0,0,0
permissible,ammissibile,0,0,0,0,0,0,0,0,0,0
admissibility,ammissibilità,0,0,0,0,0,0,0,0,0,0
admission,ammissione,0,0,0,0,0,0,0,0,0,0
soaking,ammollo,0,0,0,0,0,0,0,0,0,0
ammonia,ammoniaca,0,0,0,0,1,0,0,0,0,0
admonition,ammonizione,0,1,0,0,0,1,0,0,0,0
amortization,ammortamento,0,0,0,0,0,0,0,0,0,1
depreciation,ammortamento,0,1,0,0,0,1,0,0,0,0
damper,ammortizzatore,0,1,0,0,0,0,0,0,0,0
moldy,ammuffito,0,0,0,0,0,0,0,0,0,0
musty,ammuffito,0,1,0,0,1,0,0,0,0,0
mutiny,ammutinamento,0,1,1,0,1,1,0,0,1,0
amnesia,amnesia,0,1,0,0,0,0,0,0,0,0
amnesty,amnistia,1,0,0,0,0,0,1,0,0,0
love,amore,1,0,0,0,0,0,1,0,0,0
loving,amorevole,1,0,0,0,0,0,1,0,0,1
amorphous,amorfo,0,0,0,0,0,0,0,0,0,0
amour,amour,1,0,0,1,0,0,1,0,0,1
ampersand,ampersand,0,0,0,0,0,0,0,0,0,0
amply,ampiamente,0,0,0,0,0,0,0,0,0,0
widely,ampiamente,0,0,0,0,0,0,0,0,0,0
amplitude,ampiezza,0,0,0,0,0,0,0,0,0,0
widen,ampliare,0,0,0,0,0,0,0,0,0,0
amplify,amplificare,0,0,0,0,0,0,0,0,0,0
amplification,amplificazione,0,0,0,0,0,0,0,0,0,0
amputation,amputazione,0,0,0,0,0,0,0,0,0,0
amulet,amuleto,0,0,0,0,0,0,0,0,0,0
ana,ana,0,0,0,0,0,0,0,0,0,0
anaconda,anaconda,0,1,0,0,1,1,0,0,0,0
anal,anale,0,1,0,0,0,0,0,0,0,0
illiterate,analfabeta,0,1,0,0,1,0,0,0,0,0
analgesic,analgesico,0,0,0,0,0,0,0,0,0,0
analysis,analisi,0,0,0,0,0,0,0,0,0,0
urinalysis,analisi delle urine,0,0,0,0,0,0,0,0,0,0
analyst,analista,1,0,0,1,0,0,0,0,0,1
analytic,analitico,0,0,0,0,0,0,0,0,0,0
analyze,analizzare,0,0,0,0,0,0,0,0,0,0
parse,analizzare,0,0,0,0,0,0,0,0,0,0
analyzer,Analizzatore,0,0,0,0,0,0,0,0,0,0
analogy,analogia,0,0,0,0,0,0,0,0,0,0
analogue,analogico,0,0,0,0,0,0,0,0,0,0
analogous,analogo,0,0,0,0,0,0,0,0,0,0
pineapple,ananas,0,0,0,0,0,0,0,0,0,0
anarchism,anarchia,0,1,1,0,0,1,0,0,0,0
anarchy,anarchia,0,1,1,0,0,1,0,0,0,0
anarchist,anarchico,0,1,1,0,0,1,0,0,0,0
anastomosis,anastomosi,0,0,0,0,0,0,0,0,0,0
anathema,anatema,0,1,1,0,1,1,0,1,0,0
anatomy,anatomia,0,0,0,0,0,0,0,0,0,0
anatomic,anatomico,0,0,0,0,0,0,0,0,0,0
hip,anca,0,0,0,0,0,0,0,0,0,0
ancestral,ancestrale,0,0,0,0,0,0,0,0,0,1
anchor,ancora,1,0,0,0,0,0,0,0,0,0
anchorage,ancoraggio,1,0,0,0,0,0,0,1,0,0
berth,ancoraggio,1,0,0,0,0,0,0,0,0,0
fetch,andare a prendere,0,0,0,0,0,0,0,0,0,0
gait,andatura,0,0,0,0,0,0,0,0,0,0
androgen,androgeni,0,0,0,0,0,0,0,0,0,0
yearn,anelare,0,0,0,0,0,0,0,0,0,0
annulus,anello,0,0,0,0,0,0,0,0,0,0
ring,anello,0,0,0,0,0,0,0,0,0,0
anemone,anemone,0,0,0,0,0,0,0,0,0,0
anaesthesia,anestesia,0,0,0,0,0,0,0,0,0,0
anaesthetic,anestetico,0,0,0,0,0,0,0,0,0,0
amphetamines,anfetamine,0,1,0,0,1,0,0,0,0,0
amphibian,anfibio,0,0,0,0,0,0,0,0,0,0
amphibious,anfibio,0,0,0,0,0,0,0,0,0,0
amphitheater,anfiteatro,0,0,0,0,0,0,0,0,0,0
angelic,angelico,1,0,0,0,0,0,1,0,0,1
angel,angelo,1,0,0,1,0,0,1,0,1,1
angina,angina,0,1,0,0,0,1,0,0,0,0
angiography,angiografia,0,0,0,0,0,0,0,0,0,0
angular,angolare,0,0,0,0,0,0,0,0,0,0
angle,angolo,0,0,0,0,0,0,0,0,0,0
bevel,angolo,0,0,0,0,0,0,0,0,0,0
corner,angolo,0,0,0,0,0,0,0,0,0,0
nook,angolo,0,0,0,0,0,0,0,0,0,0
anguish,angoscia,0,1,1,0,0,1,0,1,0,0
distress,angoscia,0,1,1,0,1,1,0,1,1,0
heartache,angoscia,0,1,0,0,0,0,0,1,0,0
eel,Anguilla,0,0,0,0,0,1,0,0,0,0
anhydrous,anidro,0,0,0,0,0,0,0,0,0,0
soulmate,anima gemella,0,1,0,0,0,1,0,0,0,0
animal,animale,0,0,0,0,0,0,0,0,0,0
yearling,animale di un anno,0,0,0,0,0,0,0,0,0,0
pet,animale domestico,0,1,0,0,0,0,0,0,0,0
animate,animare,1,0,0,0,0,0,0,0,0,0
animated,animato,1,0,0,0,0,0,1,0,0,0
animation,animazione,0,0,0,0,0,0,0,0,0,0
animosity,animosità,0,1,1,0,1,1,0,1,0,0
annals,annali,0,0,0,0,0,0,0,0,0,0
drown,annegare,0,1,0,0,0,1,0,1,0,0
annexation,annessione,0,0,0,0,0,0,0,0,0,0
annex,annesso,0,0,0,0,0,0,0,0,0,0
annexe,annesso,0,0,0,0,0,0,0,0,0,0
years,anni,0,0,0,0,0,0,0,0,0,0
nestle,annidarsi,1,0,0,0,0,0,0,0,0,1
annihilation,annientamento,0,1,1,0,0,1,0,1,0,0
annihilate,annientare,0,1,1,0,0,1,0,0,0,0
annihilated,annientato,0,1,1,0,0,1,0,1,0,0
year,anno,0,0,0,0,0,0,0,0,0,0
yesteryear,anno scorso,0,0,0,0,0,0,0,0,0,0
knotted,annodato,0,1,0,0,0,0,0,0,0,0
annotate,annotare,0,0,0,0,0,0,0,0,0,0
jot,annotare in fretta,0,0,0,0,0,0,0,0,0,0
annotation,annotazione,0,0,0,0,0,0,0,0,0,0
yearly,annuale,0,0,0,0,0,0,0,0,0,0
annuity,annualità,0,0,0,0,0,0,0,0,0,0
yearbook,annuario,0,0,0,0,0,0,0,0,0,0
annulment,annullamento,0,1,0,0,0,0,0,1,0,0
canceling,annullamento,0,0,0,0,0,0,0,0,0,0
annul,annullare,0,1,0,0,0,0,0,0,0,0
nullify,annullare,0,1,0,0,0,0,0,0,1,0
overrule,annullare,0,0,0,0,0,0,0,0,0,0
quash,annullare,0,1,0,0,0,1,0,0,0,0
undo,annullare,0,1,0,0,0,0,0,0,0,0
disallowed,annullato,0,1,1,0,1,1,0,1,0,0
announce,annunciare,0,0,0,0,0,0,0,0,0,0
announcement,annuncio,0,0,0,1,0,0,0,0,0,0
sniff,annusare,0,0,0,0,0,0,0,0,0,0
anomaly,anomalia,0,1,0,0,0,1,0,0,1,0
anomalous,anomalo,0,0,0,0,0,0,0,0,0,0
anonymous,anonimo,0,1,0,0,0,0,0,0,0,0
abnormal,anormale,0,1,0,0,1,0,0,0,0,0
heaving,ansante,0,0,0,0,0,0,0,0,0,0
anxiety,ansia,0,1,1,1,0,1,0,1,0,0
gasping,ansimante,0,1,0,0,0,1,0,0,0,0
pant,ansimare,0,0,0,0,0,0,0,0,0,0
anxious,ansioso,0,1,0,1,0,1,0,0,0,0
antagonism,antagonismo,0,1,1,0,0,0,0,0,0,0
antagonist,antagonista,0,1,1,0,0,0,0,0,0,0
antagonistic,antagonistico,0,1,1,0,1,0,0,0,0,0
ante,ante,0,0,0,0,0,0,0,0,0,0
antecedent,antecedente,0,0,0,0,0,0,0,0,0,0
ancestor,antenato,0,0,0,0,0,0,0,0,0,0
antenna,antenna,0,0,0,0,0,0,0,0,0,0
anterior,anteriore,0,0,0,0,0,0,0,0,0,0
fore,anteriore,1,0,0,0,0,0,0,0,0,0
front,anteriore,0,0,0,0,0,0,0,0,0,0
antibiotics,antibiotici,1,0,0,0,0,0,0,0,0,0
antibiotic,antibiotico,0,0,0,0,0,0,0,0,0,0
antiquity,antichità,0,0,0,0,0,0,0,0,0,0
anticipatory,anticipatoria,0,0,0,1,0,0,0,0,0,0
anticipation,anticipazione,0,0,0,1,0,0,0,0,0,0
advance,anticipo,1,0,0,1,0,1,1,0,1,0
ancient,antico,0,1,0,0,0,0,0,0,0,0
antique,antico,1,0,0,0,0,0,0,0,0,0
unconstitutional,anticostituzionale,0,1,0,0,0,0,0,0,0,0
antichrist,anticristo,0,1,1,0,1,1,0,0,0,0
antidote,antidoto,1,0,0,1,0,0,0,0,0,1
antelope,antilope,0,0,0,0,0,0,0,0,0,0
antifungal,antimicotico,1,0,0,0,0,0,0,0,0,1
antimony,antimonio,0,0,0,0,0,0,0,0,0,0
appetizer,antipasto,0,0,0,0,0,0,0,0,0,0
antipathy,antipatia,0,1,1,0,1,0,0,0,0,0
dislike,antipatia,0,1,1,0,1,0,0,0,0,0
unsympathetic,antipatico,0,1,1,0,0,0,0,0,0,0
bulletproof,antiproiettile,1,0,0,0,0,0,0,0,0,0
antiquarian,antiquario,0,0,0,0,0,0,0,0,0,0
antiquated,antiquato,0,1,0,0,0,0,0,0,0,0
antiseptic,antisettico,1,0,0,0,0,0,0,0,0,1
antisocial,antisociale,0,1,1,0,1,1,0,1,0,0
antithesis,antitesi,0,1,1,0,0,0,0,0,0,0
antithetical,antitetico,0,0,0,0,0,0,0,0,0,0
antiviral,antivirale,0,0,0,0,0,0,0,0,0,0
anthology,antologia,0,0,0,0,0,0,0,0,0,0
anthrax,antrace,0,1,0,0,1,1,0,1,0,0
anthropology,antropologia,0,0,0,0,0,0,0,0,0,0
annular,anulare,0,0,0,0,0,0,0,0,0,0
elders,anziani,1,0,0,0,0,0,0,0,0,1
seniority,anzianità,1,0,0,0,0,0,0,0,0,1
aged,anziano,0,0,0,0,0,0,0,0,0,0
elderly,anziano,0,0,0,0,0,0,0,0,0,0
senior,anziano,0,0,0,0,0,0,0,0,0,0
aorta,aorta,0,0,0,0,0,0,0,0,0,0
apache,apache,0,1,0,0,0,1,0,0,0,0
apathy,apatia,0,1,0,0,0,0,0,1,0,0
apathetic,apatico,0,1,0,0,0,0,0,1,0,0
bee,ape,0,0,1,0,0,1,0,0,0,0
openly,apertamente,0,0,0,0,0,0,0,0,0,0
open,aperto,0,0,0,0,0,0,0,0,0,0
aperture,apertura,0,0,0,0,0,0,0,0,0,0
opening,apertura,0,0,0,0,0,0,0,0,0,0
openness,apertura,1,0,0,0,0,0,0,0,0,0
apex,apice,0,0,0,0,0,0,0,0,0,0
aplomb,aplomb,1,0,0,0,0,0,0,0,0,0
apocalyptic,apocalittico,0,0,0,0,0,0,0,0,0,0
heyday,apogeo,1,0,0,1,0,0,1,0,0,1
apologetic,apologetico,1,0,0,0,0,0,0,0,0,1
apologist,apologista,0,0,0,0,0,0,0,0,0,0
apostasy,apostasia,0,0,0,0,0,0,0,0,0,0
apostate,apostata,0,0,0,0,0,0,0,0,0,0
apostolic,apostolico,0,0,0,0,0,0,0,0,0,1
apostle,apostolo,1,0,0,0,0,0,0,0,0,1
apostrophe,apostrofo,0,0,0,0,0,0,0,0,0,0
procurement,appalti,0,0,0,0,0,0,0,0,0,0
apparatus,apparato,0,0,0,0,0,0,0,0,0,0
appliance,apparecchio,0,0,0,0,0,0,0,0,0,0
ostensible,apparente,0,0,0,0,0,0,0,0,0,0
apparently,apparentemente,0,0,0,0,0,0,0,0,0,0
ostensibly,apparentemente,0,1,0,0,0,0,0,0,0,0
seemingly,apparentemente,0,0,0,0,0,0,0,0,0,0
guise,apparenza,0,1,0,0,0,0,0,0,0,0
showy,appariscente,0,1,0,0,0,0,0,0,0,0
apparition,apparizione,0,0,0,0,0,1,0,0,1,0
apartment,appartamento,0,0,0,0,0,0,0,0,0,0
flat,appartamento,0,0,0,0,0,0,0,0,0,0
secluded,appartato,0,1,0,0,0,0,0,1,0,0
enthusiast,appassionato,1,0,0,1,0,0,1,0,1,0
impassioned,appassionato,0,0,0,0,0,0,0,0,0,0
passionate,appassionato,1,0,0,1,0,0,1,0,0,1
wither,appassire,0,1,0,0,0,0,0,1,0,0
wilted,appassito,0,0,0,0,0,0,0,0,0,0
appellant,appellante,0,0,0,0,0,0,0,0,0,0
appeal,appello,0,0,0,1,0,0,0,0,0,0
scarcely,appena,0,1,0,0,0,0,0,1,0,0
hang,appendere,0,0,0,0,0,0,0,0,0,0
addendum,appendice,0,0,0,0,0,0,0,0,0,0
appendage,appendice,0,0,0,0,0,0,0,0,0,0
appendix,appendice,0,0,0,0,0,0,0,0,0,0
appendicitis,appendicite,0,1,0,0,0,1,0,1,0,0
appetite,appetito,0,0,0,0,0,0,0,0,0,0
palatable,appetitoso,1,0,0,0,0,0,0,0,0,0
flatten,appiattire,0,0,0,0,0,0,0,0,0,0
gooey,appiccicoso,0,0,0,0,0,0,0,0,0,0
sticky,appiccicoso,0,0,0,0,1,0,0,0,0,0
clap,applaudire,1,0,0,1,0,0,1,0,0,1
applause,applausi,1,0,0,0,0,0,1,0,1,1
cheering,applauso,1,0,0,0,0,0,1,0,0,0
applicable,applicabile,0,0,0,0,0,0,0,0,0,0
applicability,applicabilità,0,0,0,0,0,0,0,0,0,0
apply,applicare,0,0,0,0,0,0,0,0,0,0
enforce,applicare,1,1,1,0,0,1,0,0,0,0
application,applicazione,0,0,0,0,0,0,0,0,0,0
enforcement,applicazione,0,1,0,0,0,0,0,0,0,0
leaned,appoggiò,0,0,0,0,0,0,0,0,0,0
affix,apporre,0,0,0,0,0,0,0,0,0,0
specially,appositamente,0,0,0,0,0,0,0,0,0,0
intentionally,apposta,0,0,0,0,0,0,0,0,0,0
lurk,appostarsi,0,1,0,0,0,0,0,0,0,0
learning,apprendimento,1,0,0,0,0,0,0,0,0,0
apprentice,apprendista,0,0,0,0,0,0,0,0,0,1
apprenticeship,apprendistato,0,0,0,0,0,0,0,0,0,0
apprehension,apprensione,0,1,0,0,0,1,0,0,0,0
apprehensive,apprensivo,0,1,0,1,0,1,0,0,0,0
appreciable,apprezzabile,0,0,0,0,0,0,0,0,0,0
appreciation,apprezzamento,1,0,0,0,0,0,1,0,0,1
approach,approccio,0,0,0,0,0,0,0,0,0,0
deepen,approfondire,0,0,0,0,0,0,0,0,0,0
appropriation,appropriazione,0,1,0,0,0,0,0,0,0,0
embezzlement,appropriazione indebita,0,1,0,0,0,0,0,0,0,0
misappropriation,appropriazione indebita,0,0,0,0,0,0,0,0,0,0
roughly,approssimativamente,0,0,0,0,0,0,0,0,0,0
approximate,approssimativo,0,0,0,0,0,0,0,0,0,0
approximating,approssimazione,0,0,0,0,0,0,0,0,0,0
approximation,approssimazione,0,0,0,0,0,0,0,0,0,0
approve,approvare,1,0,0,0,0,0,1,0,0,1
approbation,approvazione,1,0,0,0,0,0,0,0,0,1
approval,approvazione,1,0,0,0,0,0,0,0,0,0
approving,approvazione,1,0,0,0,0,0,0,0,0,0
endorsement,approvazione,0,0,0,0,0,0,0,0,0,0
caterer,approvvigionatore,0,0,0,0,0,0,0,0,0,0
appointments,appuntamenti,0,0,0,0,0,0,0,0,0,0
appointment,appuntamento,0,0,0,0,0,0,0,0,0,0
spiky,appuntita,0,0,0,0,0,0,0,0,0,0
eagle,aquila,0,0,0,0,0,0,0,0,0,1
kite,aquilone,0,1,0,0,1,0,0,0,0,0
arable,arabile,0,0,0,0,0,0,0,0,0,0
heraldry,araldica,0,0,0,0,0,0,0,0,0,0
herald,araldo,0,0,0,0,0,0,0,0,0,0
orange,arancione,0,0,0,0,0,0,0,0,0,0
ploughed,arato,0,0,0,0,0,0,0,0,0,0
plowed,arato,0,0,0,0,0,0,0,0,0,0
plough,aratro,0,0,0,0,0,0,0,0,0,0
plow,aratro,0,0,0,0,0,0,0,0,0,0
plowing,aratura,0,0,0,0,0,0,0,0,0,0
tapestry,arazzo,0,0,0,0,0,0,0,0,0,0
arbitrate,arbitrare,0,0,0,0,0,0,0,0,0,0
arbitration,arbitrato,0,0,0,1,0,0,0,0,0,0
arbiter,arbitro,0,0,0,0,0,0,0,0,0,1
arbitrator,arbitro,0,0,0,0,0,0,0,0,0,1
referee,arbitro,0,0,0,0,0,0,0,0,0,1
umpire,arbitro,1,0,0,0,0,0,0,0,0,1
shrubbery,arbusti,0,0,0,0,0,0,0,0,0,0
shrub,arbusto,0,0,0,0,0,0,0,0,0,0
ark,arca,0,0,0,0,0,0,0,0,0,0
archaic,arcaico,0,1,0,0,0,0,0,0,0,0
archaeology,archeologia,1,0,0,1,0,0,0,0,0,0
archaeological,archeologico,0,0,0,0,0,0,0,0,0,0
archaeologist,archeologo,0,0,0,0,0,0,0,0,0,0
archetype,archetipo,0,0,0,0,0,0,0,0,0,0
architect,architetto,0,0,0,0,0,0,0,0,0,0
architecture,architettura,0,0,0,0,0,0,0,0,0,1
archive,archivio,0,0,0,0,0,0,0,0,0,0
archer,arciere,0,0,0,0,0,0,0,0,0,0
archipelago,arcipelago,0,0,0,0,0,0,0,0,0,0
archbishop,arcivescovo,0,0,0,0,0,0,0,0,0,0
arc,arco,0,0,0,0,0,0,0,0,0,0
arch,arco,0,0,0,0,0,0,0,0,0,0
arched,arcuato,0,0,0,0,0,0,0,0,0,0
ardent,ardente,1,0,0,1,0,0,1,0,0,0
earnestly,ardentemente,1,0,0,0,0,0,0,0,0,0
slate,ardesia,1,0,0,0,0,0,0,0,0,0
slates,ardesie,0,0,0,0,0,0,0,0,0,0
ardor,ardore,1,0,0,0,0,0,0,0,0,0
arduous,arduo,0,1,0,0,0,0,0,0,0,0
area,area,0,0,0,0,0,0,0,0,0,0
arena,arena,0,0,0,0,0,0,0,0,0,0
areola,areola,0,0,0,0,0,0,0,0,0,0
silvery,argenteo,0,0,0,0,0,0,0,0,0,0
argent,argento,0,0,0,0,0,0,0,0,0,0
silver,argento,0,0,0,0,0,0,0,0,0,0
quicksilver,argento vivo,0,1,0,0,0,0,0,0,1,0
clay,argilla,0,0,0,0,0,0,0,0,0,0
bulwark,argine,0,0,0,0,0,0,0,0,0,0
levee,argine,0,0,0,0,0,0,0,0,0,1
argumentation,argomentazione,0,0,1,0,0,0,0,0,0,0
arguments,argomenti,0,0,1,0,0,0,0,0,0,0
argument,argomento,0,1,1,0,0,0,0,0,0,0
topic,argomento,0,0,0,0,0,0,0,0,0,0
wit,arguzia,1,0,0,0,0,0,0,0,0,0
air,aria,0,0,0,0,0,0,0,0,0,0
arid,arido,0,1,0,0,0,0,0,1,0,0
airs,arie,0,1,0,0,1,0,0,0,0,0
aristocrat,aristocratico,0,0,0,0,0,0,0,0,0,0
aristocratic,aristocratico,1,0,0,0,0,0,0,0,0,0
aristocracy,aristocrazia,1,0,0,0,0,0,0,0,0,0
arithmetic,aritmetica,0,0,0,0,0,0,0,0,0,0
weapon,arma,0,0,0,0,0,0,0,0,0,0
locker,armadietto,0,0,0,0,0,0,0,0,0,0
wardrobe,armadio,0,0,0,0,0,0,0,0,0,0
paraphernalia,armamentario,0,0,0,0,0,0,0,0,0,0
armaments,armamenti,0,1,0,0,0,1,0,0,0,0
armament,armamento,0,0,1,0,0,1,0,0,0,0
armada,armata,0,0,0,0,0,0,0,0,0,0
armed,armato,1,1,1,0,0,1,0,0,0,0
armature,armatura,0,0,0,0,0,0,0,0,0,0
armor,armatura,1,0,0,0,0,1,0,0,0,1
fumble,armeggiare,0,1,0,0,0,0,0,0,0,0
tinkering,armeggiare,0,0,0,0,0,0,0,0,0,0
armory,armeria,0,0,0,0,0,0,0,0,0,1
firearms,armi da fuoco,0,1,1,0,0,1,0,0,0,0
harmonics,armonia,0,0,0,0,0,0,0,0,0,0
harmony,armonia,1,0,0,0,0,0,1,0,0,1
harmonica,armonica,0,0,0,0,0,0,0,0,0,0
harmoniously,armoniosamente,1,0,0,0,0,0,1,0,0,1
harmonize,armonizzare,0,0,0,0,0,0,0,0,0,0
aroma,aroma,1,0,0,0,0,0,0,0,0,0
harper,arpista,0,0,0,0,0,0,0,0,0,0
angry,arrabbiato,0,1,1,0,1,0,0,0,0,0
arraignment,arraignment,0,1,1,0,0,1,0,1,0,0
furniture,arredamento,0,0,0,0,0,0,0,0,0,0
furnish,arredare,0,0,0,0,0,0,0,0,0,0
surrendering,arrendersi,0,1,0,0,0,0,0,1,0,0
busted,arrestato,0,1,1,0,0,1,0,0,0,0
arrest,arresto,0,1,0,0,0,0,0,0,0,0
halt,arresto,0,0,0,0,0,0,0,0,0,0
standstill,arresto,0,1,1,0,0,0,0,0,0,0
enrich,arricchire,1,0,0,0,0,0,0,0,0,0
crimp,arricciare,0,0,0,0,0,0,0,0,0,0
tong,arricciare,0,0,0,0,0,0,0,0,0,0
curling,arricciatura,0,0,0,0,0,0,0,0,0,0
arrive,arrivare,0,0,0,1,0,0,0,0,0,0
goodbye,Arrivederci,0,0,0,0,0,0,0,0,0,0
arrival,arrivo,0,0,0,1,0,0,0,0,0,0
